Sentences,Sentiment Value,NLTK Prediction,Watson Prediction
Nevertheless yet another wonderful film from the great master's stable.  ,1,0.875,0.908265
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,0.8268,0.690358
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,0.8622,0.982761
"But it is entertaining, nonetheless.  ",1,0.4404,0.99425
It's a campy sort of film that's a joy to watch.  ,1,0.5859,0.968437
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,0.1513,0.516772
The cast is always entertaining as usual.  ,1,0.4404,0.976999
"Overall, a delight!  ",1,0.636,0.988259
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,-0.3134,-0.969188
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,-0.5719,-0.837108
The least said about the acting the better.  ,0,0.4404,-0.513589
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,0.6124,0.978872
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,0.3182,0.473921
Nothing short of magnificent photography/cinematography in this film.  ,1,-0.4847,0.945359
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,0.5574,0.993301
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,-0.1796,-0.675568
Excellent performance.  ,1,0.5719,0.974483
There still are good actors around!  ,1,0.4926,0.93636
Also great directing and photography.  ,1,0.6249,0.921612
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,0.4754,0.80936
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,-0.1548,-0.729329
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,-0.7469,-0.869466
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,-0.34,-0.589232
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,0.9062,0.999986
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,0.8979,0.998676
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,0.6249,0.909879
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,0.8934,0.997657
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,-0.1027,-0.917796
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,0,-0.699976
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,0.6705,0.965404
It is not good.  ,0,-0.3412,-0.950243
"Speaking of the music, it is unbearably predictably and kitchy.  ",0,0,-0.612788
Then the film just dropped the ball.  ,0,0,-0.825977
This is a stunning movie.  ,1,0.3818,0.991945
Raw and sublimely moving.  ,1,0,0.986699
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,0.7414,0.452891
All of the main players are mesmerising.  ,1,0,0.951274
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,-0.4215,-0.920375
Julian Fellowes has triumphed again.  ,1,0.4939,0.760904
He's a national treasure.  ,1,0.296,0.724694
GO AND SEE IT!  ,1,0,0.627076
This is an excellent film.  ,1,0.5719,0.995711
The aerial scenes were well-done.  ,1,0,0
It was also the right balance of war and love.  ,1,0.0772,0.839346
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,-0.3182,-0.833741
Kris Kristoffersen is good in this movie and really makes a difference.  ,1,0.4404,0.983117
A good film by a great director!  ,1,0.807,0.992411
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,0.6808,0.987438
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,-0.34,0
This is just a great movie.  ,1,0.6249,0.975732
10 out of 10 stars.  ,1,0,0
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,-0.5106,-0.85815
It's so bad it's actually worth seeing just for that reason.  ,0,-0.4391,-0.388173
Punishment Park is a brilliant piece of cinema.  ,1,0.1531,0.974192
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,0.34,0.340429
This is one of Peter Watkins most accessible films.  ,1,0,0.96795
I advise you to look out for it.  ,1,0,0
You wont regret it!  ,1,0.3867,0.417032
Highly recommended A+  ,1,0.2716,0.961971
Well... Just if you keep thinking how bad it is.  ,0,-0.5423,0.407434
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,-0.4588,-0.998676
It's a case of 'so bad it is laughable'.  ,0,-0.6696,-0.76021
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,-0.3673,0.567009
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,-0.3612,-0.956459
How awful she is!  ,0,-0.5093,-0.944462
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,-0.5423,-0.617289
"The results, well, are a shame.  ",0,-0.25,-0.885662
DELETE this film from your mind!  ,0,0,-0.607717
One of the worst shows of all time.  ,0,-0.6249,-0.950136
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,-0.2023,-0.897174
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,0,-0.958098
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,0.2716,-0.598458
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,-0.7506,-0.737567
The stories were as unbelievable as the actors.  ,0,0.2023,0.446224
Lame would be the best way to describe it.  ,0,0.34,-0.427289
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,0.6369,0.952135
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,0.5719,0
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,0.4404,0.997681
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,-0.5647,-0.313488
"The lines, the cuts, the audio, everything is wrong.  ",0,-0.6486,-0.886763
You can find better movies at youtube.  ,0,0.4404,0.696942
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,-0.0946,-0.883146
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,0,-0.697817
That's how I'd describe this painfully dreary time-waster of a film.  ,0,-0.7506,-0.989172
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,-0.6369,-0.999418
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,0,-0.736561
"It's an empty, hollow shell of a movie.  ",0,-0.2023,-0.953295
"Seriously, it's not worth wasting your, or your kid's time on.  ",0,-0.0279,-0.979789
"Avoid, avoid, avoid!  ",0,-0.7088,-0.946775
It will drive you barking mad!  ,0,-0.5411,-0.585364
The transfers are very good.  ,1,0.4927,0.980607
Very nice and relaxing late night viewing.  ,1,0.762,0.981464
The movie is full of wonderful dancing (hence the title!  ,1,0.6114,0.989092
") some great music, and terrific scenery.  ",1,0.802,0.952621
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,0.6476,-0.528369
") a happy, wonderful, feel good ending!  ",1,0.8908,0.994343
"The point is the journey, a journey that touches every member of the family.  ",1,0,0.683701
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,0,0.537732
Nothing new there.  ,0,0,-0.659618
That was done in the second movie.  ,0,0,0
The movie has almost no action scenes in it and very little comedy.  ,0,0.1477,-0.89395
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,0,-0.728663
What on earth is Irons doing in this film?  ,0,0,-0.579236
I just saw this film and I recommend it.  ,1,0.3612,0.982944
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,0.9335,0.999939
"A very good film indeed, about great and unconditional love.  ",1,0.9099,0.999074
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,0.3463,0.325564
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,0.5563,0.928944
"Despite the pans of reviewers, I liked this movie.  ",1,0.4215,0.524599
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,0.886,0.910862
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,0.7906,0.997122
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,0.3182,-0.847762
I guess I liked the details of his dysfunction--he was believable.  ,1,0.4215,0.809928
The football scenes at the end were perplexing.  ,0,0,-0.658059
But I thought his acting was skilled.  ,1,0,0.696743
Meredith M was better than all right.  ,1,0.4404,0.688353
A very charming film with wonderful sentiment and heart.  ,1,0.8313,0.999879
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,0.8402,0.921169
Nine out of ten for a truly lovely film.  ,1,0.7717,0.94507
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,0.4927,0.98028
This is one of the best Italian thrillers of the early 70's.  ,1,0.6486,0.974483
A standout scene.  ,1,0,0.988438
This scene is very strong and unpleasant.  ,0,0.0591,-0.616712
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,0.9299,0.985437
It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,0.2716,0.870099
The movie was very interesting from beginning to the end.  ,1,0.4576,0.922998
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,0.6486,0.887562
This movie is also revealing.  ,1,0,0.892533
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,0,0.587015
And it was boring.  ,0,-0.3182,-0.957943
"I am so tired of clich�s that is just lazy writing, and here they come in thick and fast.  ",0,-0.6901,-0.980393
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,0.3182,-0.59131
"It's a fresh, subtle, and rather sublime effect.  ",1,0.3182,0.996009
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,0.6249,0.798618
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,0.4767,0.864235
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,0,-0.488273
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,0.7096,0.908371
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,0.6369,0.854146
You won't forget this movie!  ,1,0.2401,-0.518503
Why was this film made?  ,0,0,0
The film has an ultra-cheap look to it.  ,0,0,-0.405617
The result is a film that just don't look right.  ,0,0,-0.771527
None of them are engaging or exciting.  ,0,0.6808,-0.797672
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,-0.6346,-0.911478
The Foreigner is not worth one second of your time.  ,0,-0.1695,-0.937732
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,0.5994,0.837898
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,-0.3182,-0.740732
This movie is so awesome!  ,1,0.7603,0.988455
"I loved it, it was really scary.  ",1,0.1045,-0.532021
I love the Scream movies and all horror movies and this one ranks way up there.  ,1,-0.296,0.879085
If you want a real scare rent this one!  ,1,-0.4926,-0.771789
10-Oct,1,0,-2
This is an extraordinary film.  ,1,0,0.992955
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,0.2732,0.898232
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,0.7436,0.802499
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,0.743,0.999649
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,0.5423,0.910276
"Predictable, but not a bad watch.  ",1,0.5824,-0.647201
It was clear that she had the range and ability to pull off this part.  ,1,0.5994,0.675867
She carries the movie well.  ,1,0.2732,0.924445
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,0.4404,0.978633
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,0.8555,0.985478
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,-0.1027,-0.973304
"In fact, this stinker smells like a direct-to-video release.  ",0,-0.0964,-0.897694
Avoid at ALL costs!  ,0,-0.3595,-0.938739
Star Trek V The final Frontier is the worst in the series.  ,0,-0.6249,-0.764558
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,0.7579,-0.833087
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,-0.908,-0.983912
The only place good for this film is in the garbage.  ,0,0.4404,-0.879938
The worst one of the series.  ,0,-0.6249,-0.93465
Editing: The editing of this film was phenomenal in my opinion.  ,1,0,0.886739
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,0.3182,0
Cinematography: The film was shot in an interesting way.  ,1,0.4019,0
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,0,-0.695482
This film offers many delights and surprises.  ,1,0.5994,0.99863
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,0.943,0.995655
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,0.5413,0
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,0.7615,0.80912
But this understated film leaves a lasting impression.  ,1,0.2263,0.931444
The warmth it generates is in contrast to its austere backdrop.  ,1,0.4588,0
You will leave the theater wanting to go out and dance under the stars.  ,1,-0.0516,0.431087
"The acting, as you'd expect from this cast, is top notch.  ",1,0.2023,0.766343
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,0.5729,0.998248
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,0.714,0.62263
Conclusion - I loved it.  ,1,0.5994,0.972691
It's a long time since I was so entertained by a movie.  ,1,0.541,0.906614
I struggle to find anything bad to say about it.  ,1,-0.7003,-0.870378
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,-0.5574,-0.56321
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,0.8402,0.917981
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,0.7965,0.86491
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,0.6239,0.996051
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,0.2263,0
Trumbull on I LOVE LUCY).  ,1,0.7125,0.951986
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,0.5859,0.687327
See both films if you can.  ,1,0,0.699012
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,-0.1531,-0.34667
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,-0.4215,0.286607
Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,-0.5256,-0.959591
It's very slow.  ,0,0,-0.941908
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,0.4215,-0.665081
) Don't waste your time.  ,0,0.3252,-0.413875
End of Days is one of the worst big-budget action movies I've ever seen.  ,0,-0.6249,-0.958887
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,0.4404,-0.628516
This was one of the worst films i have ever seen.  ,0,-0.6249,-0.90894
I'm still trying to get over how bad it was.  ,0,-0.5423,-0.891921
This movie is possibly one of the most creative works of horror ever.  ,1,-0.1298,0.921902
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,-0.1531,-0.682774
" With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1,-0.9916,-0.510628
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,-0.3182,0.819945
"Otherwise, don't even waste your time on this.  ",0,0.3252,-0.737134
This one just fails to create any real suspense.  ,0,-0.1779,-0.971767
"As for the killer, don't expect anything original or even remotely frightening.  ",0,-0.8577,-0.894086
"There is, however, some pretty good acting (at least, for this type of film).  ",1,0.7269,0.676433
I'm so sorry but I really can't recommend it to anyone.  ,0,-0.5234,-0.947245
"One of the most boring,pointless movies I have ever seen.  ",0,0,-0.964877
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,0,-0.865388
Hated it.  ,0,-0.6369,-2
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,-0.2603,-0.938147
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,0,-0.995796
I highly doubt that anyone could ever like this trash.  ,0,-0.0754,-0.692569
This is not movie-making.  ,0,0,-0.878187
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,-0.25,-0.887038
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,-0.6114,-0.914832
I saw this short film on HBO the other day and absolutely loved it.  ,1,0.6361,0.921977
I didn't realize how wonderful the short really is until the last two scenes.  ,1,-0.4585,-0.800628
Excellent short film.  ,1,0.5719,0.776021
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,0.7579,-0.531625
"I agree with Jessica, this movie is pretty bad.  ",0,0.296,-0.709942
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,-0.2212,-0.627644
The story line is totally predictable.  ,0,0,-0.951794
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,0.3612,-0.557199
I've seen soap operas more intelligent than this movie.  ,0,0.5095,-0.721374
"Bad characters, bad story and bad acting.  ",0,-0.8885,-0.987197
Really awful.  ,0,-0.5095,-2
Not easy to watch.  ,0,-0.3412,-0.870502
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,0.8268,0.97004
It was a long time that i didn't see a so charismatic actor on screen.  ,1,0,-0.796169
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,0.2263,0.990692
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,0.1008,0.42715
I rate this movie 9/10.  ,1,0,0.58017
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,0.9081,0.989769
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,0.5719,0.93777
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,0.4767,0.790966
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,0.4939,0.980304
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,0.0516,0.564116
The two main characters may be two of the most believable children I ever saw put on screen.  ,1,0,-0.531247
"They are so easy to love, but even more easy to identify with.  ",1,0.8811,0.892837
This movie is great--especially if you enjoy visual arts.  ,1,0.4939,0.971762
The scenery that the two daughters paint and photograph are beautiful.  ,1,0.5994,0.934591
The story is also both funny and poignant at times.  ,1,0.4404,0.993049
"People who like European films and ""art movies"" will like this movie.  ",1,0.6124,0.525578
This is truly an art movie--it actually has a lot of art in it.  ,1,0.4404,0.961577
Go rent it.  ,1,0,0
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,0.5994,0.740233
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1,-0.0721,-0.680592
Brilliance indeed.  ,1,0.5994,0.99569
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,0.8442,0.914127
Think of the film being like a dream.  ,1,0.5423,0.698071
Simply beautiful.  ,1,0.5994,0.978674
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1,0.128,-0.613666
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1,0.802,0.999346
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,-0.0772,0.750987
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0,0.1779,-0.589369
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0,-0.6108,-0.970548
The movie seemed a little slow at first.  ,0,0,-0.884049
But it picked up speed and got right to the point.  ,1,0,0.610317
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1,-0.3612,0
I enjoyed it.  ,1,0.5106,0.990075
I have recommended it to friends.  ,1,0.5994,0.948219
I was particularly pleased with the acting ability of Dwight Schultz.  ,1,0.6697,0.849323
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1,0.8074,0.985887
"Their on-screen chemistry, critical to the entire film, is genuine.  ",1,-0.3182,0.951489
"The film's dialogue is natural, real to life.  ",1,0.3612,0.989922
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1,0,0.693202
The incredible soundtrack truly captures the essence of the film.  ,1,0.4404,0.989489
"Each track commands sentiment, actually contributing to the scenes and characters.  ",1,0,0.266781
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1,-0.0754,0.94712
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1,0.5859,0.999977
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1,0.875,0.999832
Enough can not be said of the remarkable animation in this film.  ,1,0.5574,0.693907
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1,0.5994,0.906495
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0,0.5093,-0.361026
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,-0.4215,-0.942454
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0,-0.846,-0.99776
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1,0.8402,0.739541
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1,0.836,0.979584
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0,-0.25,-0.874726
